"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1585","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:50 UTC 2026","passed","Mon Jan 26 08:25:51 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","1619","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:34 UTC 2026","passed","Mon Jan 26 08:25:36 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if include is invalid","1864","Verify that Search API will throw error if include is invalid","features.APITests.steps","Mon Jan 26 08:28:17 UTC 2026","passed","Mon Jan 26 08:28:19 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1666","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:53 UTC 2026","passed","Mon Jan 26 08:25:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are blank in imms delta table if no text or value string or display field is present","2498","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are blank in imms delta table if no text or value string or display field is present","features.APITests.steps","Mon Jan 26 08:25:16 UTC 2026","passed","Mon Jan 26 08:25:18 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements with correct version id","3882","Flu event is created and search post request fetch the only one record matched with identifier and  elements with correct version id","features.APITests.steps","Mon Jan 26 08:29:19 UTC 2026","passed","Mon Jan 26 08:29:23 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3091","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:36 UTC 2026","passed","Mon Jan 26 08:24:39 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different supplier fails on access denied","1700","Verify that the POST Create API for different supplier fails on access denied","features.APITests.steps","Mon Jan 26 08:25:18 UTC 2026","passed","Mon Jan 26 08:25:20 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1501","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Mon Jan 26 08:26:24 UTC 2026","passed","Mon Jan 26 08:26:26 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3020","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:51 UTC 2026","passed","Mon Jan 26 08:24:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read method of API will be successful and fetch valid imms event detail","2825","Verify that the Read method of API will be successful and fetch valid imms event detail","features.APITests.steps","Mon Jan 26 08:26:49 UTC 2026","passed","Mon Jan 26 08:26:52 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1921","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Mon Jan 26 08:26:01 UTC 2026","passed","Mon Jan 26 08:26:03 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete event is not coming in Get Search API response","4922","Verify that the Delete event is not coming in Get Search API response","features.APITests.steps","Mon Jan 26 08:26:32 UTC 2026","passed","Mon Jan 26 08:26:37 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier","2760","Flu event is created and search post request fetch the only one record matched with identifier","features.APITests.steps","Mon Jan 26 08:29:07 UTC 2026","passed","Mon Jan 26 08:29:10 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be successful with all the valid parameters","3440","Verify that the Update API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:29:24 UTC 2026","passed","Mon Jan 26 08:29:27 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM fields are mapped to first instance of coding.display fields in imms delta table","4809","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM fields are mapped to first instance of coding.display fields in imms delta table","features.APITests.steps","Mon Jan 26 08:25:06 UTC 2026","passed","Mon Jan 26 08:25:11 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","2024","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Mon Jan 26 08:28:15 UTC 2026","passed","Mon Jan 26 08:28:17 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","1476","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Mon Jan 26 08:26:12 UTC 2026","passed","Mon Jan 26 08:26:13 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3248","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:29 UTC 2026","passed","Mon Jan 26 08:24:33 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid","2051","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","features.APITests.steps","Mon Jan 26 08:28:39 UTC 2026","passed","Mon Jan 26 08:28:41 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3039","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:45 UTC 2026","passed","Mon Jan 26 08:24:48 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","1503","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Mon Jan 26 08:26:16 UTC 2026","passed","Mon Jan 26 08:26:18 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","2690","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:30:19 UTC 2026","passed","Mon Jan 26 08:30:22 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2061","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Mon Jan 26 08:28:27 UTC 2026","passed","Mon Jan 26 08:28:29 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1538","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Mon Jan 26 08:26:21 UTC 2026","passed","Mon Jan 26 08:26:23 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3403","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:13 UTC 2026","passed","Mon Jan 26 08:24:17 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","1533","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:40 UTC 2026","passed","Mon Jan 26 08:25:42 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","2747","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:30:22 UTC 2026","passed","Mon Jan 26 08:30:25 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different supplier fails on access denied","1592","Verify that the POST Create API for different supplier fails on access denied","features.APITests.steps","Mon Jan 26 08:25:22 UTC 2026","passed","Mon Jan 26 08:25:23 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","3289","Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","features.APITests.steps","Mon Jan 26 08:30:08 UTC 2026","passed","Mon Jan 26 08:30:11 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1519","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:56 UTC 2026","passed","Mon Jan 26 08:25:57 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2809","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:27:12 UTC 2026","passed","Mon Jan 26 08:27:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if nhs number is invalid","1567","Verify that the POST Create API will fail if nhs number is invalid","features.APITests.steps","Mon Jan 26 08:26:04 UTC 2026","passed","Mon Jan 26 08:26:06 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2888","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:27:42 UTC 2026","passed","Mon Jan 26 08:27:45 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","1820","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Mon Jan 26 08:28:47 UTC 2026","passed","Mon Jan 26 08:28:49 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","1551","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Mon Jan 26 08:30:32 UTC 2026","passed","Mon Jan 26 08:30:34 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3088","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:17 UTC 2026","passed","Mon Jan 26 08:24:20 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2973","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:27:45 UTC 2026","passed","Mon Jan 26 08:27:48 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3216","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:26 UTC 2026","passed","Mon Jan 26 08:24:29 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete API will be successful with all the valid parameters","3032","Verify that the Delete API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:26:29 UTC 2026","passed","Mon Jan 26 08:26:32 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid","1891","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","features.APITests.steps","Mon Jan 26 08:28:41 UTC 2026","passed","Mon Jan 26 08:28:43 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both date from and date to are invalid","2253","Verify that Search API will throw error if both date from and date to are invalid","features.APITests.steps","Mon Jan 26 08:28:59 UTC 2026","passed","Mon Jan 26 08:29:01 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","1972","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Mon Jan 26 08:28:45 UTC 2026","passed","Mon Jan 26 08:28:47 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1972","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Mon Jan 26 08:28:21 UTC 2026","passed","Mon Jan 26 08:28:23 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3353","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:23 UTC 2026","passed","Mon Jan 26 08:24:26 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3153","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:20 UTC 2026","passed","Mon Jan 26 08:24:23 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","2068","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Mon Jan 26 08:28:09 UTC 2026","passed","Mon Jan 26 08:28:11 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and updated twice and search request fetch the latest meta version and Etag","3942","Flu event is created and updated twice and search request fetch the latest meta version and Etag","features.APITests.steps","Mon Jan 26 08:29:03 UTC 2026","passed","Mon Jan 26 08:29:07 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2468","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Mon Jan 26 08:28:29 UTC 2026","passed","Mon Jan 26 08:28:31 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","1948","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Mon Jan 26 08:28:13 UTC 2026","passed","Mon Jan 26 08:28:15 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the immunisation events retrieved in the response of Search API should be within Date From and Date To range","2152","Verify that the immunisation events retrieved in the response of Search API should be within Date From and Date To range","features.APITests.steps","Mon Jan 26 08:28:07 UTC 2026","passed","Mon Jan 26 08:28:09 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2794","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:57 UTC 2026","passed","Mon Jan 26 08:25:00 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read method of API will be successful and fetch valid imms event detail","5221","Verify that the Read method of API will be successful and fetch valid imms event detail","features.APITests.steps","Mon Jan 26 08:26:44 UTC 2026","passed","Mon Jan 26 08:26:49 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","15665","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:23:57 UTC 2026","passed","Mon Jan 26 08:24:13 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2974","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:33 UTC 2026","passed","Mon Jan 26 08:24:36 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1530","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Mon Jan 26 08:26:26 UTC 2026","passed","Mon Jan 26 08:26:27 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","2709","Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:30:02 UTC 2026","passed","Mon Jan 26 08:30:05 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","1593","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Mon Jan 26 08:26:15 UTC 2026","passed","Mon Jan 26 08:26:16 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1983","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Mon Jan 26 08:28:25 UTC 2026","passed","Mon Jan 26 08:28:27 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","1488","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Mon Jan 26 08:30:29 UTC 2026","passed","Mon Jan 26 08:30:31 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2856","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:27:31 UTC 2026","passed","Mon Jan 26 08:27:34 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","2483","Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:29:57 UTC 2026","passed","Mon Jan 26 08:29:59 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if nhs number is invalid","1443","Verify that the POST Create API will fail if nhs number is invalid","features.APITests.steps","Mon Jan 26 08:26:03 UTC 2026","passed","Mon Jan 26 08:26:04 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","2781","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:29:49 UTC 2026","passed","Mon Jan 26 08:29:52 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1495","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Mon Jan 26 08:25:44 UTC 2026","passed","Mon Jan 26 08:25:45 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read event request will fail with Not found error with invalid Imms Id","1627","Verify that the Read event request will fail with Not found error with invalid Imms Id","features.APITests.steps","Mon Jan 26 08:27:04 UTC 2026","passed","Mon Jan 26 08:27:06 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","1852","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Mon Jan 26 08:28:11 UTC 2026","passed","Mon Jan 26 08:28:13 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","5142","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Jan 26 08:27:59 UTC 2026","passed","Mon Jan 26 08:28:04 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error supplier is not authorized to make Search","1941","Verify that Search API will throw error supplier is not authorized to make Search","features.APITests.steps","Mon Jan 26 08:29:01 UTC 2026","passed","Mon Jan 26 08:29:03 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Flu event is created and updated twice","4835","Flu event is created and updated twice","features.APITests.steps","Mon Jan 26 08:29:34 UTC 2026","passed","Mon Jan 26 08:29:38 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3665","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Jan 26 08:24:39 UTC 2026","passed","Mon Jan 26 08:24:42 UTC 2026","","Create the immunization event for a patient","",""
